claim_id	runtime_label	lane	claim_layer	primary_claim_type	current_status	current_action	origin_status	source_link_status	external_source_ids	claim_source_edge_ids	edge_count	required_disposition	grammar_promotion_eligible	promotion_blocker	next_research_form
GCLAIM::ResourceUseLaiFunctionRelation::language	ResourceUseLaiFunctionRelation	LANE-01	language	cantonese_language_claim	provisional_reaudit	prior_acceptance_withdrawn_pending_current_definition_of_done_reaudit	external_evidence_originated	authority_origin_scoped_edges_recorded	SRC-CCO-LAICHIWO-VILLAGE-HOUSE;SRC-CHEUNG-2018-LAI;SRC-CHOR-2018-DIRECTIONAL-PARTICLES;SRC-HKMEMORY-SHAPU-ORAL-HISTORY;SRC-WONG-2023-LSA	EDGE-v05181-IFR-CHEUNG;EDGE-v05181-IFR-CHOR;EDGE-v05181-IFR-MATTHEWS;EDGE-v05181-IFR-WONG;EDGE-v05182-IFR-CCO-LAICHIWO;EDGE-v05182-IFR-HKMEMORY-SHAPU	6	complete_current_reaudit_or_narrow_reclassify_retire	false	full current Definition of Done remains incomplete	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ResourceUseLaiFunctionRelation?
GCLAIM::RestorativeComplementVP::language	RestorativeComplementVP	LANE-05	language	cantonese_language_claim	unsupported_generalization	quarantine_and_research_before_retention	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by RestorativeComplementVP?
GCLAIM::ResultComplement::language	ResultComplement	LANE-05	language	cantonese_language_claim	research_pending	retain_but_quarantine_from_new_grammar_acceptance	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ResultComplement?
GCLAIM::ResultComplementVP::language	ResultComplementVP	LANE-05	language	cantonese_language_claim	research_pending	retain_but_quarantine_from_new_grammar_acceptance	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ResultComplementVP?
GCLAIM::ResultStateClause::language	ResultStateClause	LANE-05	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ResultStateClause?
GCLAIM::ScalarEvaluation::language	ScalarEvaluation	LANE-10	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ScalarEvaluation?
GCLAIM::ScalarRangeFragment::language	ScalarRangeFragment	LANE-10	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ScalarRangeFragment?
GCLAIM::ScalarValueQuestion::language	ScalarValueQuestion	LANE-07	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ScalarValueQuestion?
GCLAIM::SchedulingQuestion::language	SchedulingQuestion	LANE-07	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by SchedulingQuestion?
GCLAIM::SeemingPerfectiveResultClause::language	SeemingPerfectiveResultClause	LANE-05	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by SeemingPerfectiveResultClause?
GCLAIM::SerialVerbPurposeChain::language	SerialVerbPurposeChain	LANE-09	language	cantonese_language_claim	research_pending	retain_but_quarantine_from_new_grammar_acceptance	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by SerialVerbPurposeChain?
GCLAIM::SourceMotionClause::language	SourceMotionClause	LANE-09	language	cantonese_language_claim	unsupported_generalization	quarantine_and_research_before_retention	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by SourceMotionClause?
GCLAIM::SpeechTransferClause::language	SpeechTransferClause	LANE-08	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by SpeechTransferClause?
GCLAIM::StativeNominalComplement::language	StativeNominalComplement	LANE-06	language	cantonese_language_claim	research_pending	retain_but_quarantine_from_new_grammar_acceptance	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by StativeNominalComplement?
GCLAIM::StativePredicate::language	StativePredicate	LANE-10	language	cantonese_language_claim	unsupported_generalization	quarantine_and_research_before_retention	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by StativePredicate?
GCLAIM::SuggestionQuestion::language	SuggestionQuestion	LANE-07	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by SuggestionQuestion?
GCLAIM::TemporalAdverbialClause::language	TemporalAdverbialClause	LANE-02	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by TemporalAdverbialClause?
GCLAIM::TemporalClause::language	TemporalClause	LANE-10	language	cantonese_language_claim	research_pending	retain_provisional_pending_pattern_specific_attestation_and_heldout_review	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by TemporalClause?
GCLAIM::TimeNP::language	TimeNP	LANE-10	language	cantonese_language_claim	research_pending	retain_but_quarantine_from_new_grammar_acceptance	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by TimeNP?
GCLAIM::TimeToActionFrame::language	TimeToActionFrame	LANE-10	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by TimeToActionFrame?
GCLAIM::Topic::representation	Topic	LANE-10	representation	parser_representation_decision	parser_heuristic	retain_as_representation_only	internal_representation_only	external_language_source_not_applicable_to_internal_claim			0	retain_only_as_internal_engineering_claim_with_internal_provenance	false	internal engineering claim cannot by itself establish Cantonese grammar	record implementation provenance and keep separate from Cantonese-language evidence
GCLAIM::TopicComment::representation	TopicComment	LANE-10	representation	parser_representation_decision	parser_heuristic	retain_as_representation_only	internal_representation_only	external_language_source_not_applicable_to_internal_claim			0	retain_only_as_internal_engineering_claim_with_internal_provenance	false	internal engineering claim cannot by itself establish Cantonese grammar	record implementation provenance and keep separate from Cantonese-language evidence
GCLAIM::TopicCommentClause::representation	TopicCommentClause	LANE-10	representation	parser_representation_decision	parser_heuristic	retain_as_representation_only	internal_representation_only	external_language_source_not_applicable_to_internal_claim			0	retain_only_as_internal_engineering_claim_with_internal_provenance	false	internal engineering claim cannot by itself establish Cantonese grammar	record implementation provenance and keep separate from Cantonese-language evidence
GCLAIM::TransformationResultFrame::language	TransformationResultFrame	LANE-05	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by TransformationResultFrame?
GCLAIM::TransformationResultPredicate::language	TransformationResultPredicate	LANE-05	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by TransformationResultPredicate?
GCLAIM::TransitiveVP::language	TransitiveVP	LANE-10	language	cantonese_language_claim	research_pending	retain_provisional_pending_pattern_specific_attestation_and_heldout_review	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by TransitiveVP?
GCLAIM::VPComplementFrame::representation	VPComplementFrame	LANE-08	representation	parser_representation_decision	parser_heuristic	retain_as_representation_only	internal_representation_only	external_language_source_not_applicable_to_internal_claim			0	retain_only_as_internal_engineering_claim_with_internal_provenance	false	internal engineering claim cannot by itself establish Cantonese grammar	record implementation provenance and keep separate from Cantonese-language evidence
GCLAIM::VerbComplementVP::language	VerbComplementVP	LANE-05	language	cantonese_language_claim	research_pending	retain_provisional_pending_pattern_specific_attestation_and_heldout_review	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by VerbComplementVP?
GCLAIM::VocativeAddressTerm::language	VocativeAddressTerm	LANE-10	language	lexicalized_language_claim	lexicalized_only	retain_lexicalized_and_block_productive_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by VocativeAddressTerm?
GCLAIM::WhClassifierQuestion::language	WhClassifierQuestion	LANE-06	language	cantonese_language_claim	unsupported_generalization	quarantine_and_research_before_retention	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research		no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by WhClassifierQuestion?
